0,REQ
1,REQ
2,PRE
3,PRE
4,CON
5,REQ
6,SCO
7,EVW
8,CON
9,REQ
10,PRE
11,CON
12,REQ
13,REQ
14,REQ
15,EVW
16,SCO
17,REQ
18,DEP
19,VAL
20,RIV
21,REQ
22,DEP
23,VAL
24,REQ
25,PRE
26,RIV
27,DEP
28,EVW
29,REQ
30,EVW
31,EVW
32,EVW
33,VAL
34,PRE
35,RIV
36,VAL
37,EVW
38,SCO
39,RIV
40,CON
41,EVW
42,DEP
43,RIV
44,REQ
45,REQ
46,DEP
47,RIV
48,EVW
49,CON
50,EVW
51,PRE
52,EVW
53,VAL
54,REQ
55,SCO
56,VAL
57,VAL
58,PRE
59,DEP
60,DEP
61,VAL
62,EVW
63,REQ
64,EVW
65,REQ
66,RIV
67,DEP
68,PRE
69,DEP
70,RIV
71,VAL
72,DEP
73,RIV
74,SCO
75,SCO
76,RIV
77,PRE
78,DEP
79,PRE
80,CON
81,EVW
82,DEP
83,CON
84,EVW
85,REQ
86,RIV
87,DEP
88,REQ
89,REQ
90,SCO
91,REQ
92,SCO
93,VAL
94,DEP
95,RIV
96,RIV
97,REQ
98,REQ
99,REQ
100,SCO
101,RIV
102,PRE
103,RIV
104,REQ
105,PRE
106,CON
107,DEP
108,VAL
109,VAL
110,REQ
111,EVW
112,DEP
113,EVW
114,PRE
115,CON
116,VAL
117,RIV
118,PRE
119,VAL
120,EVW
121,SCO
122,PRE
123,EVW
124,VAL
125,EVW
126,RIV
127,CON
128,EVW
129,SCO
130,SCO
131,REQ
132,REQ
133,EVW
134,REQ
135,SCO
136,EVW
137,REQ
138,CON
139,VAL
140,DEP
141,SCO
142,DEP
143,EVW
144,REQ
145,PRE
146,PRE
147,REQ
148,RIV
149,SCO
150,RIV
151,EVW
152,PRE
153,VAL
154,REQ
155,RIV
156,RIV
157,DEP
158,EVW
159,EVW
160,DEP
161,VAL
162,VAL
163,REQ
164,SCO
165,RIV
166,VAL
167,SCO
168,DEP
169,EVW
170,SCO
171,VAL
172,RIV
173,REQ
174,DEP
175,VAL
176,SCO
177,REQ
178,REQ
179,VAL
180,SCO
181,VAL
182,DEP
183,EVW
184,REQ
185,DEP
186,REQ
187,PRE
188,EVW
189,EVW
190,CON
191,SCO
192,EVW
193,EVW
194,SCO
195,EVW
196,RIV
197,VAL
198,SCO
199,REQ
200,CON
201,EVW
202,DEP
203,VAL
204,EVW
205,PRE
206,EVW
207,REQ
208,PRE
209,RIV
210,REQ
211,DEP
212,EVW
213,REQ
214,REQ
215,REQ
216,PRE
217,VAL
218,CON
219,PRE
220,EVW
221,DEP
222,EVW
223,RIV
224,VAL
225,PRE
226,RIV
227,REQ
228,REQ
229,REQ
230,EVW
231,RIV
232,DEP
233,SCO
234,REQ
235,DEP
236,EVW
237,CON
238,REQ
239,PRE
240,REQ
241,REQ
242,REQ
243,REQ
244,REQ
245,VAL
246,EVW
247,VAL
248,VAL
249,REQ
250,EVW
251,RIV
252,SCO
253,DEP
254,EVW
255,PRE
256,REQ
257,SCO
258,EVW
259,CON
260,REQ
261,REQ
262,VAL
263,EVW
264,PRE
265,REQ
266,RIV
267,CON
268,EVW
269,SCO
270,REQ
271,VAL
272,EVW
273,REQ
274,EVW
275,RIV
276,SCO
277,PRE
278,CON
279,REQ
280,VAL
281,REQ
282,PRE
283,SCO
284,CON
285,RIV
286,RIV
287,RIV
288,VAL
289,REQ
290,CON
291,REQ
292,RIV
293,DEP
294,VAL
295,VAL
296,REQ
297,REQ
298,SCO
299,RIV
300,EVW
301,REQ
302,RIV
303,EVW
304,EVW
305,REQ
306,SCO
307,REQ
308,RIV
309,VAL
310,EVW
311,REQ
312,PRE
313,EVW
314,EVW
315,EVW
316,EVW
317,REQ
318,EVW
319,VAL
320,DEP
321,EVW
322,EVW
323,RIV
324,EVW
325,SCO
326,EVW
327,EVW
328,SCO
329,VAL
330,EVW
331,VAL
332,SCO
333,EVW
334,RIV
335,EVW
336,EVW
337,EVW
338,SCO
339,RIV
340,REQ
341,RIV
342,EVW
343,RIV
344,EVW
345,CON
346,REQ
347,PRE
348,SCO
349,RIV
350,DEP
351,RIV
352,REQ
353,VAL
354,EVW
355,EVW
356,CON
357,REQ
358,EVW
359,SCO
360,RIV
361,EVW
362,DEP
363,VAL
364,EVW
365,EVW
366,RIV
367,REQ
368,REQ
369,CON
370,EVW
371,RIV
372,REQ
373,EVW
374,DEP
375,REQ
376,EVW
377,RIV
378,REQ
379,EVW
380,REQ
381,VAL
382,EVW
383,REQ
384,RIV
385,PRE
386,REQ
387,REQ
388,EVW
389,CON
390,EVW
391,PRE
392,SCO
393,PRE
394,CON
395,VAL
396,VAL
397,EVW
398,REQ
399,CON
400,RIV
401,VAL
402,EVW
403,REQ
404,EVW
405,DEP
406,RIV
407,RIV
408,REQ
409,SCO
410,REQ
411,REQ
412,SCO
413,EVW
414,REQ
415,REQ
416,VAL
417,REQ
418,REQ
